,tweet_text,emotion_in_tweet_is_directed_at,Sentiment,brand,processed_text,predicted_sentiment
149,Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,N/A,2.0,N/A,marc ecko sxsw launch iphon app  autodi polit chang   link  edreform edtech eduvc fightthepaddl,Positive
150,@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,N/A,1.0,N/A,sxsw lonelyplanet austin guid iphon free limit time  link  lp travel,Positive
151,"More free #SXSW mp3 downloads, this time from iTunes: {link}",N/A,2.0,N/A,free sxsw mp download  time itun   link ,Neutral
152,Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,N/A,2.0,N/A,anyon sxsw head aclu event seen owt googl circl ,Neutral
153,@mention  #SXSW prompt for memory: go to Google map and describe a childhood walk,N/A,2.0,N/A,sxsw prompt memori  go googl map describ childhood walk,Neutral
154,The Apple #SXSW store still has iPad 2's and short lines.,iPad,1.0,Apple,appl sxsw store still ipad   short line ,Positive
155,Essential #sxsw tools: {link},N/A,2.0,N/A,essenti sxsw tool   link ,Neutral
156,"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",Other Google product or service,1.0,Google,left sxsw tradeshow demo googl theatr  ok  get  see present use ,Positive
157,"Following #sxsw Tweets on Google Realtime, four platforms on Tweet Deck and listening to panel, realizing I'm spoken to no one here today.",N/A,2.0,N/A,follow sxsw tweet googl realtim  four platform tweet deck listen panel  realiz im spoken one today ,Neutral
158,Anyone at #sxsw want an iPad 2? I'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,N/A,2.0,N/A,anyon sxsw want ipad   im line pick one someon will pay  grab  ,Neutral
159,Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,iPad,1.0,Apple,anyon sxsw want make quick hundr dollar  new ipad ad hoc appl store get hundr plu cost ,Positive
160,Solving a #SXSW-induced iPhone-in-toilet crisis at Apple Store with @mention (not my crisis for once),N/A,2.0,N/A,solv sxswinduc iphoneintoilet crisi appl store  crisi ,Neutral
161,"Monday at #sxsw: barry diller, new york times, congress lunch, W Hotel party, Google party, six dirty martinis. How mondays should be.",Google,1.0,Google,monday sxsw  barri diller  new york time  congress lunch  w hotel parti  googl parti  six dirti martini  monday ,Positive
162,Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,N/A,2.0,N/A,attend sxsw  austin guid free download itun   link  lp,Neutral
163,"Seriously #sxsw? Did you do any testing on the mobile apps? Constant iPad crashes causing lost schedules, and no sync for WP7.",iPad or iPhone App,0.0,Apple,serious sxsw  test mobil app  constant ipad crash caus lost schedul  sync wp ,Unknown
164,Ready for #SXSW?! Here are some iPhone apps 2 make ur blogging easier | {link} #SXSW #SXSWi,iPad or iPhone App,1.0,Apple,readi sxsw   iphon app  make ur blog easier   link  sxsw sxswi,Positive
165,ipad2 and #sxsw...a conflagration of doofusness.  {link},iPad,0.0,Apple,ipad  sxsw  conflagr doofus   link ,Unknown
166,attention #sxsw'ers - {link} - rumored pop-up temporary Apple store for all your #sxsw iPad 2 launch needs.,Apple,1.0,Apple,attent sxswer   link   rumor popup temporari appl store sxsw ipad  launch need ,Positive
167,I went to #sxswi and all I won was this lousy #iPad #sxsw :-) :-) {link},iPad,1.0,Apple,went sxswi lousi ipad sxsw    link ,Neutral
168,Hey #sxsw #sxswi folks. If you want to learn about security come over to #bsidesaustin {link},N/A,2.0,N/A,hey sxsw sxswi folk  want learn secur come bsidesaustin  link ,Neutral
169,Attending #SXSWi? Work in iPhone / iPad game development? Looking to hire an Austin-based iOS developer? I'm your man. Let's talk. #SXSW,N/A,2.0,N/A,attend sxswi  work iphon  ipad game develop  look hire austinbas io develop  im man  let talk  sxsw,Neutral
170,This is a #WINNING picture #android #google #sxsw {link},Android,1.0,Android,win pictur android googl sxsw  link ,Unknown
171,GSD&amp;M + Google 7-10. RT @mention What's the best party to hit tonight? #sxsw @mention @mention,N/A,2.0,N/A,gsd   googl   rt what best parti hit tonight  sxsw,Neutral
172,GSD&amp;M + Google Industry Party #SXSW @mention great to meet you  {link},N/A,2.0,N/A,gsd   googl industri parti sxsw great meet  link ,Positive
173,"You spent $1,000+ to come to SXSW. 

You've already used iPad 1. 

The wait is a couple city blocks. 

Why? #ipad2 #SXSW {link}",iPad,0.0,Apple,spent   come sxsw  youv alreadi use ipad   wait coupl citi block   ipad sxsw  link ,Positive
174,Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,iPhone,1.0,Apple,behind email  give  line iphon compos repli  sxsw protip,Neutral
175,It's like 10pm at night and there is a line around the block at the popup apple stores selling iPad2s. #sxsw,iPad,1.0,Apple,like pm night line around block popup appl store sell ipad  sxsw,Neutral
176,.@mention 1154 free songs from #SXSW (this year alone!) {link},N/A,2.0,N/A,  free song sxsw  year alon    link ,Neutral
177,more than 150 million mobile users for Google Maps for Mobile #SXSW,N/A,2.0,N/A, million mobil user googl map mobil sxsw,Neutral
178,Currently 150 people in line at the &quot;Pop Up Apple Store&quot; #sxsw,N/A,2.0,N/A,current  peopl line  pop appl store  sxsw,Neutral
179,"Only iPad 2 available at #sxsw is the 64GB wifi-only model at $699, plus the optional (not!) leather smart cover at $69",N/A,2.0,N/A,ipad  avail sxsw gb wifionli model    plu option    leather smart cover  ,Positive
180, We love 2 entertain you_Please dont be grateful! _ {link} _ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,N/A,2.0,N/A,love  entertain youpleas dont grate    link   edchat musedchat sxsw sxswi classic newtwitt,Neutral
181,Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,N/A,2.0,N/A,less  hour announc detail ipad  giveaway  sxsw sxswi,Unknown
182,"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",iPad,0.0,Apple,im  ipad seen wild  peopl say fast  still pic terribl  sxsw,Unknown
183,(The iPad 2 queue at #sxsw of course,N/A,2.0,N/A, ipad  queue sxsw cours,Neutral
184,The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},iPad,1.0,Apple,ipad  take sxsw  video    link ,Positive
185,many iPad 2's snapping away at the keynote slides! #sxsw,iPad,1.0,Apple,mani ipad   snap away keynot slide  sxsw,Unknown
186,Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw,N/A,2.0,N/A,appl user  credit card syncd itun one click purchas  win sxsw,Neutral
187,Having my 2nd cocktail &quot;Texas Snowflake&quot;  ( @mention google it!!) at the #CNNGrill #SxSw,N/A,2.0,N/A,nd cocktail  texa snowflak   googl    cnngrill sxsw,Neutral
188,New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,iPad or iPhone App,1.0,Apple,new post   iphon app well use south southwest interact  link  sxsw sxswi,Neutral
189,New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive #SXSW #SXSWi {link},N/A,2.0,N/A,new post   iphon app well use south southwest interact sxsw sxswi  link ,Neutral
190,sweet new 3-d google maps demo going on in ballroom D #SXSW,Other Google product or service,1.0,Google,sweet new   googl map demo go ballroom sxsw,Positive
191,More than 35 million miles per day are driving with Google Maps Navigation! #SXSW,Other Google product or service,1.0,Google, million mile per day drive googl map navig  sxsw,Neutral
192,rt ' It's 4 p.m. and the #iPad2 line at the Apple store is longer and wider  about 250 people! Only one more hour. ' #sxsw,N/A,2.0,N/A,rt   p   ipad line appl store longer wider  peopl  one hour   sxsw,Neutral
193,"U = smart 4 packing an extra :) RT @mention On my way to sunny Austin for #sxsw! Extra iPhone in stow, just in case. @mention @mention",N/A,2.0,N/A,u  smart  pack extra  rt way sunni austin sxsw  extra iphon stow  case ,Neutral
194,"Wonder if 4sqwill attempt to block GoWalla cross-checkins, the way Facebook blocked Google's contacts connections.  #sxsw #lbsWars",N/A,2.0,N/A,wonder sqwill attempt block gowalla crosscheckin  way facebook block googl contact connect  sxsw lbswar,Neutral
195,"Check out 5 Steps to Bulletproof UX Strategy at SXSW
{link} #SXSW #rhjr_ux5  {link}",N/A,2.0,N/A,check  step bulletproof ux strategi sxsw  link  sxsw rhjrux  link ,Neutral
196,"Wandering 6th street with the girls. Stopped for ceviche, mojitos, apple juice &amp; ice cream. #sxsw",N/A,2.0,N/A,wander th street girl  stop cevich  mojito  appl juic  ice cream  sxsw,Neutral
197,"If you're a band at #SXSW and want to share a track with your Audience from stage, use FrostWire for Android if there's Wi-Fi available",Android App,1.0,Android,your band sxsw want share track audienc stage  use frostwir android there wifi avail,Neutral
198,We've got a busy week ahead: Our new book on #Google Apps will be available on Amazon &amp; we're attending #SXSW,N/A,2.0,N/A,weve got busi week ahead  new book googl app avail amazon  attend sxsw,Positive
199,"I believe a few went to Aussies at #sxsw RT @mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link}",N/A,2.0,N/A,believ went aussi sxsw rt ipad  sold    went new buyer  report    link ,Unknown
200,@mention A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} @mention Plan on going to #SXSW Party on,N/A,2.0,N/A,googl spreadsheet  parti sxsw year oo  link  plan go sxsw parti,Neutral
201,"There was a guy in line for Apple's pop-up store on Sixth Street in Austin. &quot;I'm that guy,&quot; he told me. #sxsw",N/A,2.0,N/A,guy line appl popup store sixth street austin   im guy   told  sxsw,Neutral
202,if u have a iPhone you don't need a car'-use zimride etc to share rides #sxsw #shareable,iPad or iPhone App,1.0,Apple,u iphon dont need carus zimrid etc share ride sxsw shareabl,Neutral
203,"I've seen a lot of tablets here, every single one of them is an iPad. #SXSW",N/A,2.0,N/A,ive seen lot tablet  everi singl one ipad  sxsw,Neutral
204,Receiving a lot of @mention messages telling me I'm sexy in response to my post looking to meet fellow Christian iPhone devs at #sxsw,N/A,2.0,N/A,receiv lot messag tell im sexi respons post look meet fellow christian iphon dev sxsw,Neutral
205,Picked up a Mophie battery case 4 my iPhone in prep for #SXSW. Not lugging around a laptop &amp; only using my phone was a huge win last year.,iPhone,1.0,Apple,pick mophi batteri case  iphon prep sxsw  lug around laptop  use phone huge win last year ,Positive
206,"Now thats a NEWS :P RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",N/A,2.0,N/A,that news p rt googl launch major new social network call circl  possibl today  link  sxsw,Neutral
207,"Just took a piss at the trade show, iPad in one hand, iPhone in the other. Pissing. I am KIIIIIILLING it right now. #sxsw",N/A,2.0,N/A,took piss trade show  ipad one hand  iphon  piss  kiiiiiill right  sxsw,Neutral
208,"Not to be a rumor monger, but this was a good read _ #Google #Circles preview @mention #sxsw {link} by @mention via @mention #socbiz #fb",Other Google product or service,1.0,Google,rumor monger  good read  googl circl preview sxsw  link  via socbiz fb,Positive
209,HOBO WITH A SHOTGUN iPhone game {link} #sxsw,N/A,2.0,N/A,hobo shotgun iphon game  link  sxsw,Unknown
210,Hobo with A Shotgun video game coming to iPad/iPhone users?! Yes please! {link} #SXSW,iPad or iPhone App,1.0,Apple,hobo shotgun video game come ipad  iphon user   ye pleas   link  sxsw,Positive
211,build out a store in less than 24 hours and have one of the biggest launches in this company's history?  we got this.  #apple #sxsw #ipad2,Apple,1.0,Apple,build store less  hour one biggest launch compani histori  got  appl sxsw ipad,Unknown
212,Just took a survey on iPhone while in Starbucks line. Got a free Starbucks gift card. Instant research. Instant gratification. #sxsw #gsdm,N/A,2.0,N/A,took survey iphon starbuck line  got free starbuck gift card  instant research  instant gratif  sxsw gsdm,Neutral
213,Apple has a temporary Retail Store in Austin for the iPad 2 release today. Opens at 5pm. #SXSW #SXSWi #ipad2,N/A,2.0,N/A,appl temporari retail store austin ipad  releas today  open pm  sxsw sxswi ipad,Neutral
214,Just read about #GroupMe at #SXSW...sounds like an incredible app. Is it available for Android phones yet?,iPad or iPhone App,1.0,Apple,read groupm sxsw  sound like incred app  avail android phone yet ,Unknown
215,Wondering about Circles? &gt; Google to reveal a new social network at #SXSW {link},N/A,2.0,N/A,wonder circl   googl reveal new social network sxsw  link ,Neutral
216,"google is about search, but local' marissa mayer #sxsw",N/A,2.0,N/A,googl search  local  marissa mayer sxsw,Neutral
217,Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,N/A,2.0,N/A,wonder street closur sxsw  made googl map show   link  sxsw austin,Neutral
218,Is Google about to have another go at social with &quot;Google Circles&quot;? #sxsw #google,N/A,2.0,N/A,googl anoth go social  googl circl   sxsw googl,Neutral
219,Questions about what's inside the iPad 2? Fire them my way. #sxsw,N/A,2.0,N/A,question what insid ipad   fire way  sxsw,Neutral
220,Paraormal activity: Sanctuary iphone game. Sketching your AR experience. Interactivity through &quot;magic lense&quot; #EduAR #sxsw,N/A,2.0,N/A,paraorm activ  sanctuari iphon game  sketch ar experi  interact  magic lens  eduar sxsw,Neutral
221,Apple IIe ad in the '85 SI swimsuit issue at a garage sale #sxsw {link},N/A,2.0,N/A,appl iie ad   si swimsuit issu garag sale sxsw  link ,Unknown
222,Flipboard Adds Instagram Photos and Social Search [Apps] {link} #Apple #SocialSearch #SXSW,N/A,2.0,N/A,flipboard add instagram photo social search  app   link  appl socialsearch sxsw,Neutral
223,Spent the aftrnoon on a frozen lake photographing my brother Scott &amp; the @mention team. Catch them at #SXSW ths weeknd.  {link},N/A,2.0,N/A,spent aftrnoon frozen lake photograph brother scott  team  catch sxsw th weeknd   link ,Neutral
224,"If iPhone alarms botch the timechange, how many #SXSW'ers freak? Late to flights, missed panels, behind on bloody marys...",iPhone,0.0,Apple,iphon alarm botch timechang  mani sxswer freak  late flight  miss panel  behind bloodi mari ,Unknown
225,Shouts to all the ladies holding up their iPad 2's at free #sxsw shows to take photos while sipping free beer. /cc: @mention,iPad,1.0,Apple,shout ladi hold ipad   free sxsw show take photo sip free beer   cc ,Positive
226,"Dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",N/A,2.0,N/A,dj hoodi allen  due respect  probabl make way back googl sxsw,Neutral
227,I meant I also wish I  at #SXSW #dyac stupid iPhone!,iPhone,0.0,Apple,meant also wish sxsw dyac stupid iphon ,Negative
228,"Just what America needs. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",N/A,2.0,N/A,america need  rt googl launch major new social network call circl  possibl today  link  sxsw,Neutral
229,Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,N/A,2.0,N/A,audioboo  american dream bust  link  ipad sxsw bum begger us socialart document,Neutral
